Class	Gene	Accession	Drug
macrolide	erm(35)_1	AF319779	erythromycin,azithromycin
macrolide	erm(36)_1	AF462611	erythromycin,azithromycin
macrolide	erm(38)_1	AY154657	erythromycin,azithromycin
macrolide	erm(39)_1	AY487229	erythromycin,azithromycin
macrolide	erm(40)_1	AY570506	erythromycin,azithromycin
macrolide	erm(41)_1	EU177504	erythromycin,azithromycin
macrolide	erm(42)_1	FR734406	erythromycin,azithromycin
macrolide	erm(42)_2	AB601890	erythromycin,azithromycin
macrolide	mef(A)_3	AF227521	erythromycin,azithromycin
macrolide	mef(A)_10	AF376746	erythromycin,azithromycin
macrolide	mef(B)_1	FJ196385	erythromycin,azithromycin
macrolide	msr(A)_1	X52085	erythromycin,azithromycin
macrolide	msr(A)_2	AB013298	erythromycin,azithromycin
macrolide	msr(A)_3	M81802	erythromycin,azithromycin
macrolide	msr(C)_1	AY004350	erythromycin,azithromycin
macrolide	msr(C)_2	AF313494	erythromycin,azithromycin
macrolide	msr(D)_2	AF274302	erythromycin,azithromycin
macrolide	msr(D)_3	AF227520	erythromycin,azithromycin
macrolide	msr(E)_4	EU294228	erythromycin,azithromycin
macrolide	car(A)_1	M80346	carbomycin
macrolide	lmr(A)_1	X59926	lincomycin
macrolide	ole(B)_1	L36601	oleandomycin
macrolide	ole(C)_1	L06249	oleandomycin
macrolide	srm(B)_1	X63451	spiramycin
macrolide	tlr(C)_1	M57437	tylosin
macrolide	lsa(B)_1	AJ579365	lincomycin,clindamycin
macrolide	lsa(C)_1	HM990671	lincomycin,clindamycin
macrolide	vga(A)_1	M90056	virginiamycin
macrolide	vga(A)_2	FN546261	virginiamycin
macrolide	vga(A)LC_1	GQ891882	virginiamycin
macrolide	vga(B)_1	U82085	virginiamycin
macrolide	ere(A)_2	AF099140	erythromycin,azithromycin
macrolide	ere(A)_3	AF326209	erythromycin,azithromycin
macrolide	ere(A)_4	AF512546	erythromycin,azithromycin
macrolide	ere(A)_1	AY183453	erythromycin,azithromycin
macrolide	ere(B)_2	X03988	erythromycin,azithromycin
macrolide	vgb(A)_1	M20129	erythromycin,azithromycin
macrolide	vgb(B)_1	AF015628	erythromycin,azithromycin
macrolide	lnu(A)_1	M14039	lincomycin
macrolide	lnu(B)_1	AJ238249	lincomycin
macrolide	lnu(C)_1	AY928180	lincomycin
macrolide	lnu(D)_1	EF452177	lincomycin
macrolide	lnu(F)_1	EU118119	lincomycin
macrolide	lnu(F)_2	DQ836009	lincomycin
macrolide	lnu(F)_3	AJ561197	lincomycin
macrolide	vat(A)_1	L07778	virginiamycin
macrolide	vat(B)_1	U19459	virginiamycin
macrolide	vat(C)_1	AF015628	virginiamycin
macrolide	vat(D)_1	L12033	virginiamycin
macrolide	vat(E)_3	AF153312	virginiamycin
macrolide	vat(E)_5	AJ488494	virginiamycin
macrolide	vat(E)_7	AY043211	virginiamycin
macrolide	vat(E)_8	AY043209	virginiamycin
macrolide	vat(E)_9	AY043210	virginiamycin
macrolide	vat(E)_10	AY043212	virginiamycin
macrolide	vat(E)_11	AY043213	virginiamycin
macrolide	vat(F)_1	AF170730	virginiamycin
macrolide	mph(A)_1	D16251	erythromycin,azithromycin
macrolide	mph(A)_2	U36578	erythromycin,azithromycin
macrolide	mph(B)_1	D85892	erythromycin
macrolide	mph(C)_1	AB013298	erythromycin
macrolide	mph(C)_2	AF167161	erythromycin
macrolide	mph(D)_1	AB048591	erythromycin
macrolide	mph(E)_3	EU294228	erythromycin,azithromycin
macrolide	vga(D)_1	GQ205627	virginiamycin
macrolide	vga(C)_1	FN806792	virginiamycin
macrolide	vga(E)_1	FR772051	virginiamycin
macrolide	lsa(A)_1	AY225127	lincomycin
macrolide	lsa(A)_3	AY737526	lincomycin
macrolide	erm(W)_1	D14532	lincomycin
macrolide	cfr_1	AM408573	clindamycin
macrolide	cfr_2	AJ879565	clindamycin
macrolide	lmr(B)_1	X62867	lincomycin
macrolide	cfr(C)_1	KX686749	chloramphenicol,florfenicol,linezolid,tiamulin,clindamycin
macrolide	erm(48)_1	LT223129	erythromycin,azithromycin
macrolide	mph(F)_1	AM260957	erythromycin,azithromycin
macrolide	erm(B)_23	Y00116	erythromycin,azithromycin
macrolide	erm(B)_24	M11180	erythromycin,azithromycin
macrolide	erm(46)_1	KM679362	erythromycin,azithromycin
macrolide	lsa(E)_1	AF408195	lincomycin
macrolide	erm(B)_22	X52632	erythromycin,azithromycin
macrolide	lnu(P)_1	FJ589781	lincomycin
macrolide	msr(E)_1	FR751518	erythromycin,azithromycin
macrolide	erm(43)_1	HE650138	erythromycin,azithromycin
macrolide	mph(E)_5	DQ839391	erythromycin,azithromycin
macrolide	mef(C)_1	AB571865	erythromycin,azithromycin
macrolide	lmr(B)_1	X62867	lincomycin
macrolide	erm(47)_1	KU612222	erythromycin,azithromycin
macrolide	erm(B)_26	AF080450	erythromycin,azithromycin
macrolide	mph(G)_1	AB571865	erythromycin,azithromycin
macrolide	lnu(G)_1	KX470419	lincomycin
macrolide	vat(D)_2	AF368302	virginiamycin
macrolide	mef(A)_1	AJ971089	erythromycin,azithromycin
macrolide	mef(A)_2	U83667	erythromycin,azithromycin
macrolide	mef(A)_4	AF274302	erythromycin,azithromycin
macrolide	mef(A)_5	AF227520	erythromycin,azithromycin
macrolide	vga(A)LC_2	DQ823382	virginiamycin
macrolide	erm(44)v_1	LN623525	erythromycin,azithromycin
macrolide	ere(B)_1	A15097	erythromycin,azithromycin
macrolide	erm(44)_1	HG796218	erythromycin,azithromycin
macrolide	sal(A)_1	KC693025	lincomycin
macrolide	erm(45)_1	LN680996	erythromycin,azithromycin
macrolide	erm(33)_1	AJ579365	erythromycin,azithromycin
macrolide	vat(E)_6	AF242872	virginiamycin
macrolide	ere(A)_5	FN396877	erythromycin,azithromycin
macrolide	lnu(B)_2	JQ861959	lincomycin
macrolide	erm(R)_1	M11276	erythromycin,azithromycin
macrolide	erm(B)_25	X72021	erythromycin,azithromycin
macrolide	lnu(E)_1	KF287643	lincomycin
macrolide	vat(G)_1	GQ205627	virginiamycin
macrolide	erm(C)_6	X82668	erythromycin,azithromycin
macrolide	erm(F)_1	M14730	erythromycin,azithromycin
macrolide	erm(33)_1	AJ579365	erythromycin,azithromycin
nitroimidazole	nimA_1	X71444	nitroimidazole
nitroimidazole	nimB_1	X71443	nitroimidazole
nitroimidazole	nimC_1	X76948	nitroimidazole
nitroimidazole	nimD_1	X76949	nitroimidazole
nitroimidazole	nimE_1	AJ244018	nitroimidazole
nitroimidazole	nimE_1	AM042593	nitroimidazole
nitroimidazole	nimF_1	AJ515145	nitroimidazole
nitroimidazole	nimH_1	KX576455	nitroimidazole
nitroimidazole	nimI_1	FJ940883	nitroimidazole
nitroimidazole	nimI_1	FJ940884	nitroimidazole
nitroimidazole	nimI_1	FJ940886	nitroimidazole
nitroimidazole	nimI_1	FJ940887	nitroimidazole
nitroimidazole	nimI_1	FJ940889	nitroimidazole
nitroimidazole	nimJ_1	NZ_JH815495	nitroimidazole
oxazolidinone	cfr_1	AM408573	linezolid
oxazolidinone	cfr_2	AJ879565	linezolid
oxazolidinone	optrA_1	KP399637	linezolid
oxazolidinone	optrA_2	KT862781	linezolid
oxazolidinone	optrA_3	KT862780	linezolid
oxazolidinone	optrA_4	KT862777	linezolid
oxazolidinone	optrA_5	KT862783	linezolid
oxazolidinone	optrA_6	KT862784	linezolid
oxazolidinone	optrA_7	KT862775	linezolid
oxazolidinone	optrA_8	KT862782	linezolid
oxazolidinone	optrA_9	KT892063	linezolid
oxazolidinone	optrA_10	KT601170	linezolid
oxazolidinone	optrA_11	KX620934	linezolid
oxazolidinone	optrA_12	KX620936	linezolid
oxazolidinone	optrA_13	KX620939	linezolid
oxazolidinone	optrA_14	KX620941	linezolid
oxazolidinone	optrA_15	KX620942	linezolid
oxazolidinone	optrA_16	AMBD01000029	linezolid
oxazolidinone	optrA_17	ALZI01000051	linezolid
oxazolidinone	optrA_18	ALMH01000001	linezolid
oxazolidinone	optrA_19	ALMN01000021	linezolid
oxazolidinone	optrA_20	ALMZ01000078	linezolid
oxazolidinone	cfrB_1	KR610408	linezolid
oxazolidinone	cfr(C)_1	KX686749	chloramphenicol,florfenicol,linezolid,tiamulin,clindamycin
phenicol	catB4_1	EU935739	chloramphenicol
phenicol	catB_1	M93113	chloramphenicol
phenicol	catB1_1	M58472	chloramphenicol
phenicol	catB2_1	AF047479	chloramphenicol
phenicol	catB3_1	AJ009818	chloramphenicol
phenicol	catB7_1	AF036933	chloramphenicol
phenicol	catB8_1	AF227506	chloramphenicol
phenicol	catB9_1	AF462019	chloramphenicol
phenicol	catB10_1	AJ878850	chloramphenicol
phenicol	catA3_1	X07848	chloramphenicol
phenicol	cat_1	M11587	chloramphenicol
phenicol	cat_5	U35036	chloramphenicol
phenicol	cat86_1	K00544	chloramphenicol
phenicol	cat_2	M35190	chloramphenicol
phenicol	cat_3	S48276	chloramphenicol
phenicol	cat(pC221)_1	X02529	chloramphenicol
phenicol	cat(pC233)_1	AY355285	chloramphenicol
phenicol	cat(pC194)_1	NC_002013	chloramphenicol
phenicol	catS_1	X74948	chloramphenicol
phenicol	catP_1	U15027	chloramphenicol
phenicol	cmlA1_1	M64556	chloramphenicol
phenicol	cmlA1_2	AB212941	chloramphenicol
phenicol	cml_1	M22614	chloramphenicol
phenicol	cmlV_1	U09991	chloramphenicol
phenicol	floR_1	AF071555	chloramphenicol
phenicol	floR_2	AF118107	chloramphenicol
phenicol	fexA_1	AJ549214	chloramphenicol
phenicol	pexA_1	HM537013	chloramphenicol
phenicol	catA1_1	V00622	chloramphenicol
phenicol	catA2_1	X53796	chloramphenicol
phenicol	cat_4	AY238971	chloramphenicol
phenicol	catQ_1	M55620	chloramphenicol
phenicol	cmrA_1	Z12001	chloramphenicol
phenicol	cmx_1	U85507	chloramphenicol
phenicol	cfr_1	AM408573	chloramphenicol
phenicol	cfr_2	AJ879565	chloramphenicol
phenicol	cfr(B)_3	KR610408	chloramphenicol
phenicol	cfr(C)_1	KX686749	chloramphenicol,florfenicol,linezolid,tiamulin,clindamycin
phenicol	cfr(B)_1	KM359439	chloramphenicol
phenicol	cfr(B)_2	KM359438	chloramphenicol
phenicol	cfr(C)_2	CANB01000378	chloramphenicol
phenicol	cmlB1_1	AM296481	chloramphenicol
phenicol	fexB_1	JN201336	chloramphenicol
phenicol	EstDL136_1	JN242251	chloramphenicol
quinolone	qnrA1_1	AY070235	ciprofloxacin I/R
quinolone	qnrA2_1	AY675584	ciprofloxacin I/R
quinolone	qnrA3_1	DQ058661	ciprofloxacin I/R
quinolone	qnrA4_1	DQ058662	ciprofloxacin I/R
quinolone	qnrA5_1	DQ058663	ciprofloxacin I/R
quinolone	qnrA6_1	DQ151889	ciprofloxacin I/R
quinolone	qnrA7_1	GQ463707	ciprofloxacin I/R
quinolone	qnrA8_1	KY554783	ciprofloxacin I/R
quinolone	qnrB1_1	DQ351241	ciprofloxacin I/R
quinolone	qnrB2_1	DQ351242	ciprofloxacin I/R
quinolone	qnrB3_1	DQ303920	ciprofloxacin I/R
quinolone	qnrB4_1	DQ303921	ciprofloxacin I/R
quinolone	qnrB5_1	DQ303919	ciprofloxacin I/R
quinolone	qnrB6_1	EF520349	ciprofloxacin I/R
quinolone	qnrB6_2	EF523819	ciprofloxacin I/R
quinolone	qnrB7_1	EU043311	ciprofloxacin I/R
quinolone	qnrB8_1	EU043312	ciprofloxacin I/R
quinolone	qnrB9_1	EF653270	ciprofloxacin I/R
quinolone	qnrB10_1	DQ631414	ciprofloxacin I/R
quinolone	qnrB10_2	HM439644	ciprofloxacin I/R
quinolone	qnrB11_1	EU136183	ciprofloxacin I/R
quinolone	qnrB12_2	AM774474	ciprofloxacin I/R
quinolone	qnrB13_1	EU273755	ciprofloxacin I/R
quinolone	qnrB14_1	EU273757	ciprofloxacin I/R
quinolone	qnrB15_1	EU302865	ciprofloxacin I/R
quinolone	qnrB16_1	EU136183	ciprofloxacin I/R
quinolone	qnrB17_1	JN173051	ciprofloxacin I/R
quinolone	qnrB17_2	AM919398	ciprofloxacin I/R
quinolone	qnrB18_1	AM919399	ciprofloxacin I/R
quinolone	qnrB19_1	EU432277	ciprofloxacin I/R
quinolone	qnrB20_1	AB379831	ciprofloxacin I/R
quinolone	qnrB21_1	FJ611948	ciprofloxacin I/R
quinolone	qnrB22_1	FJ981621	ciprofloxacin I/R
quinolone	qnrB23_1	FJ981622	ciprofloxacin I/R
quinolone	qnrB24_1	HM192542	ciprofloxacin I/R
quinolone	qnrB25_1	HQ172108	ciprofloxacin I/R
quinolone	qnrB26_1	HQ386846	ciprofloxacin I/R
quinolone	qnrB27_1	HM439641	ciprofloxacin I/R
quinolone	qnrB28_1	HM439643	ciprofloxacin I/R
quinolone	qnrB29_1	HM439649	ciprofloxacin I/R
quinolone	qnrB29_2	JN173053	ciprofloxacin I/R
quinolone	qnrB30_1	HM439650	ciprofloxacin I/R
quinolone	qnrB31_1	HQ418999	ciprofloxacin I/R
quinolone	qnrB32_2	JN173054	ciprofloxacin I/R
quinolone	qnrB33_1	JN173055	ciprofloxacin I/R
quinolone	qnrB34_1	JN173056	ciprofloxacin I/R
quinolone	qnrB35_1	JN173057	ciprofloxacin I/R
quinolone	qnrB36_1	JN173058	ciprofloxacin I/R
quinolone	qnrB37_1	JN173059	ciprofloxacin I/R
quinolone	qnrB38_1	JN173060	ciprofloxacin I/R
quinolone	qnrB39_1	ABWL02000005	ciprofloxacin I/R
quinolone	qnrB40_1	JN166689	ciprofloxacin I/R
quinolone	qnrB41_1	JN166690	ciprofloxacin I/R
quinolone	qnrB42_1	JN680743	ciprofloxacin I/R
quinolone	qnrB43_1	AFA52643	ciprofloxacin I/R
quinolone	qnrB44_1	JQ349153	ciprofloxacin I/R
quinolone	qnrB45_1	JQ349152	ciprofloxacin I/R
quinolone	qnrB46_1	JQ349154	ciprofloxacin I/R
quinolone	qnrB47_1	JQ349155	ciprofloxacin I/R
quinolone	qnrB48_1	JQ762640	ciprofloxacin I/R
quinolone	qnrB49_1	JQ582718	ciprofloxacin I/R
quinolone	qnrB50_1	JX440357	ciprofloxacin I/R
quinolone	qnrB51_1	JX440358	ciprofloxacin I/R
quinolone	qnrB52_1	EF488762	ciprofloxacin I/R
quinolone	qnrB53_1	HQ704413	ciprofloxacin I/R
quinolone	qnrB54_1	HE820727	ciprofloxacin I/R
quinolone	qnrB56_1	JX259317	ciprofloxacin I/R
quinolone	qnrB57_1	JX259318	ciprofloxacin I/R
quinolone	qnrB58_1	JX259319	ciprofloxacin I/R
quinolone	qnrB59_1	JX259320	ciprofloxacin I/R
quinolone	qnrB60_1	AB734055	ciprofloxacin I/R
quinolone	qnrB61_1	AB734053	ciprofloxacin I/R
quinolone	qnrB62_1	JX987101	ciprofloxacin I/R
quinolone	qnrB64_1	KC580653	ciprofloxacin I/R
quinolone	qnrB65_1	KC580654	ciprofloxacin I/R
quinolone	qnrB66_1	KC580655	ciprofloxacin I/R
quinolone	qnrB67_1	KC580656	ciprofloxacin I/R
quinolone	qnrB68_1	KC580657	ciprofloxacin I/R
quinolone	qnrB69_1	KC580658	ciprofloxacin I/R
quinolone	qnrB70_1	KC580659	ciprofloxacin I/R
quinolone	qnrB71_1	KC580660	ciprofloxacin I/R
quinolone	qnrB72_1	KC741443	ciprofloxacin I/R
quinolone	qnrB73_1	KF443075	ciprofloxacin I/R
quinolone	qnrB74_1	KJ415247	ciprofloxacin I/R
quinolone	qnrB75_1	KP207591	ciprofloxacin I/R
quinolone	qnrB76_1	KM985469	ciprofloxacin I/R
quinolone	qnrB77_1	KM985470	ciprofloxacin I/R
quinolone	qnrB78_1	KM985471	ciprofloxacin I/R
quinolone	qnrB79_1	KM985472	ciprofloxacin I/R
quinolone	qnrB80_1	KM985473	ciprofloxacin I/R
quinolone	qnrB81_1	KX372671	ciprofloxacin I/R
quinolone	qnrB82_1	KX372672	ciprofloxacin I/R
quinolone	qnrB88_1	KX118608	ciprofloxacin I/R
quinolone	qnrVC1_1	EU436855	ciprofloxacin I/R
quinolone	qnrVC3_1	HM015626	ciprofloxacin I/R
quinolone	qnrVC4_1	GQ891757	ciprofloxacin I/R
quinolone	qnrVC5_1	JN408080	ciprofloxacin I/R
quinolone	qnrVC6_1	KC202804	ciprofloxacin I/R
quinolone	qnrVC7_1	KM555152	ciprofloxacin I/R
quinolone	qnrC_1	EU917444	ciprofloxacin I/R
quinolone	qnrD_1	FJ228229	ciprofloxacin I/R
quinolone	qnrD1_1	FJ228229	ciprofloxacin I/R
quinolone	qnrD2_1	KF055448	ciprofloxacin I/R
quinolone	qnrD3_1	KX130945	ciprofloxacin I/R
quinolone	qnrS1_1	AB187515	ciprofloxacin I/R
quinolone	qnrS2_1	DQ485530	ciprofloxacin I/R
quinolone	qnrS3_1	EU077611	ciprofloxacin I/R
quinolone	qnrS4_1	FJ418153	ciprofloxacin I/R
quinolone	qnrS5_1	HQ631377	ciprofloxacin I/R
quinolone	qnrS6_1	HQ631376	ciprofloxacin I/R
quinolone	qnrS7_1	KF730651	ciprofloxacin I/R
quinolone	qnrS8_1	KF730652	ciprofloxacin I/R
quinolone	qnrS9_1	KF732714	ciprofloxacin I/R
quinolone	qepA_1	FJ167861	ciprofloxacin I/R
quinolone	qepA1_1	AB263754	ciprofloxacin I/R
quinolone	qepA2_1	EU847537	ciprofloxacin I/R
quinolone	qepA3_1	JQ064560	ciprofloxacin I/R
quinolone	qepA4_1	KX580704	ciprofloxacin I/R
quinolone	aac(6')-Ib-cr_1	DQ303918	ciprofloxacin I/R
quinolone	aac(6')-Ib-cr_2	EF636461	ciprofloxacin I/R
quinolone	oqxA_1	EU370913	chloramphenicol
quinolone	oqxB_1	EU370913	chloramphenicol
quinolone	qnrE_1	KY073238	ciprofloxacin I/R
rifampicin	ARR-2_1	HQ141279	rifampicin
rifampicin	ARR-3_1	JF806499	rifampicin
rifampicin	ARR-3_4	FM207631	rifampicin
rifampicin	ARR-4_1	EF660562	rifampicin
rifampicin	ARR-5_1	EF660563	rifampicin
rifampicin	ARR-6_1	FM955585	rifampicin
rifampicin	ARR-6_2	FM897214	rifampicin
rifampicin	ARR-6_3	JF922883	rifampicin
rifampicin	ARR-7_1	FN397623	rifampicin
sulphonamide	sul1_1	AY224185	sulfisoxazole
sulphonamide	sul1_2	U12338	sulfisoxazole
sulphonamide	sul1_3	EU855787	sulfisoxazole
sulphonamide	sul1_5	EU780013	sulfisoxazole
sulphonamide	sul1_7	FJ715937	sulfisoxazole
sulphonamide	sul1_8	JN581942	sulfisoxazole
sulphonamide	sul1_9	AY963803	sulfisoxazole
sulphonamide	sul1_10	DQ143913	sulfisoxazole
sulphonamide	sul1_11	DQ914960	sulfisoxazole
sulphonamide	sul1_14	AJ517791	sulfisoxazole
sulphonamide	sul1_15	EF667294	sulfisoxazole
sulphonamide	sul1_17	AM746675	sulfisoxazole
sulphonamide	sul1_18	AY260546	sulfisoxazole
sulphonamide	sul1_19	DQ125241	sulfisoxazole
sulphonamide	sul1_20	JF262165	sulfisoxazole
sulphonamide	sul1_21	AJ971344	sulfisoxazole
sulphonamide	sul1_22	AY115475	sulfisoxazole
sulphonamide	sul1_23	AJ621187	sulfisoxazole
sulphonamide	sul1_24	EU117158	sulfisoxazole
sulphonamide	sul1_25	AY878717	sulfisoxazole
sulphonamide	sul1_26	AY524415	sulfisoxazole
sulphonamide	sul1_27	GU562437	sulfisoxazole
sulphonamide	sul1_28	JN790946	sulfisoxazole
sulphonamide	sul1_29	AJ746361	sulfisoxazole
sulphonamide	sul1_30	JF262178	sulfisoxazole
sulphonamide	sul1_31	AM040449	sulfisoxazole
sulphonamide	sul1_32	EF592571	sulfisoxazole
sulphonamide	sul1_33	AJ564903	sulfisoxazole
sulphonamide	sul2_1	AF542061	sulfisoxazole
sulphonamide	sul2_2	AY034138	sulfisoxazole
sulphonamide	sul2_3	HQ840942	sulfisoxazole
sulphonamide	sul2_5	AY524415	sulfisoxazole
sulphonamide	sul2_6	FN995456	sulfisoxazole
sulphonamide	sul2_7	HM486907	sulfisoxazole
sulphonamide	sul2_8	AJ877041	sulfisoxazole
sulphonamide	sul2_9	FJ197818	sulfisoxazole
sulphonamide	sul2_10	AM183225	sulfisoxazole
sulphonamide	sul2_11	AY232670	sulfisoxazole
sulphonamide	sul2_12	AF497970	sulfisoxazole
sulphonamide	sul2_13	AJ289135	sulfisoxazole
sulphonamide	sul2_14	AJ514834	sulfisoxazole
sulphonamide	sul2_15	FJ968160	sulfisoxazole
sulphonamide	sul2_17	U57647	sulfisoxazole
sulphonamide	sul2_18	AJ830714	sulfisoxazole
sulphonamide	sul2_19	AJ319822	sulfisoxazole
sulphonamide	sul2_20	AJ830710	sulfisoxazole
sulphonamide	sul3_2	AJ459418	sulfisoxazole
sulphonamide	sul1_34	AY047357	sulfisoxazole
sulphonamide	sul1_35	AB281183	sulfisoxazole
sulphonamide	sul1_36	X15024	sulfisoxazole
sulphonamide	sul1_37	AF188331	sulfisoxazole
sulphonamide	sul1_38	BX248359	sulfisoxazole
sulphonamide	sul1_39	AY522923	sulfisoxazole
sulphonamide	sul2_21	AB366440	sulfisoxazole
tetracycline	tet_1	M74049	tetracycline
tetracycline	tet(47)_1	KR857681	tetracycline
tetracycline	tet(48)_1	KR857682	tetracycline
tetracycline	tet(49)_1	KR857683	tetracycline
tetracycline	tet(50)_1	KR857684	tetracycline
tetracycline	tet(51)_1	KR857685	tetracycline
tetracycline	tet(52)_1	KR857686	tetracycline
tetracycline	tet(53)_1	KR857687	tetracycline
tetracycline	tet(54)_1	KR857688	tetracycline
tetracycline	tet(55)_1	KR857689	tetracycline
tetracycline	tet(O)_4	AIOQ01000025	tetracycline
tetracycline	otr(B)_1	AF079900	tetracycline
tetracycline	tet(39)_1	KT346360	tetracycline
tetracycline	tet(33)_1	AY255627	tetracycline
tetracycline	tet(33)_2	DQ390458	tetracycline
tetracycline	tet(32)_1	EU722333	tetracycline
tetracycline	tet(32)_2	EF626943	tetracycline
tetracycline	tet(31)_1	GQ283908	tetracycline
tetracycline	tet(31)_2	AJ250203	tetracycline
tetracycline	tet(44)_1	NZ_ABDU01000081	tetracycline
tetracycline	tet(44)_2	FN594949	tetracycline
tetracycline	tet(40)_1	FJ158002	tetracycline
tetracycline	tet(40)_2	AM419751	tetracycline
tetracycline	tet(37)_1	AF540889	tetracycline
tetracycline	tet(34)_1	AB061440	tetracycline
tetracycline	otr(A)_1	X53401	tetracycline
tetracycline	tet(36)_1	AJ514254	tetracycline
tetracycline	tet(T)_1	L42544	tetracycline
tetracycline	tet(T)_2	AY660530	tetracycline
tetracycline	tet(41)_1	AY264780	tetracycline
tetracycline	tet(42)_1	EU523697	tetracycline
tetracycline	tet(43)_1	GQ244501	tetracycline
tetracycline	tet(45)_1	JF837331	tetracycline
tetracycline	tetA(46)_1	HQ652506	tetracycline
tetracycline	tetB(46)_1	HQ652506	tetracycline
tetracycline	tet(57)_1	KP137702	tetracycline
tetracycline	tet(59)_1	KU736878	tetracycline
tetracycline	tetA(60)_1	KX000272	tetracycline
tetracycline	tetB(60)_1	KX000273	tetracycline
tetracycline	otr(C)_1	AY509111	tetracycline
tetracycline	tcr3_1	D38215	tetracycline
tetracycline	tet(30)_1	AF090987	tetracycline
tetracycline	tet(35)_1	AF353562	tetracycline
tetracycline	tet(A)_1	AJ313332	tetracycline
tetracycline	tet(A)_2	X00006	tetracycline
tetracycline	tet(A)_3	AY196695	tetracycline
tetracycline	tet(A)_4	AJ517790	tetracycline
tetracycline	tet(A)_5	AJ419171	tetracycline
tetracycline	tet(A)_6	AF534183	tetracycline
tetracycline	tet(G)_1	AF133139	tetracycline
tetracycline	tet(G)_2	AF133140	tetracycline
tetracycline	tet(G)_3	S52437	tetracycline
tetracycline	tet(E)_1	Y19116	tetracycline
tetracycline	tet(E)_2	L06940	tetracycline
tetracycline	tet(E)_3	CP000645	tetracycline
tetracycline	tet(D)_1	AF467077	tetracycline
tetracycline	tet(D)_2	X65876	tetracycline
tetracycline	tet(C)_1	NC_003123	tetracycline
tetracycline	tet(C)_2	AY046276	tetracycline
tetracycline	tet(C)_3	AF055345	tetracycline
tetracycline	tet(C)_4	AY043298	tetracycline
tetracycline	tet(B)_1	AP000342	tetracycline
tetracycline	tet(B)_2	AF326777	tetracycline
tetracycline	tet(B)_3	AJ277653	tetracycline
tetracycline	tet(H)_1	Y16103	tetracycline
tetracycline	tet(H)_2	AJ245947	tetracycline
tetracycline	tet(H)_3	Y15510	tetracycline
tetracycline	tet(H)_4	U00792	tetracycline
tetracycline	tet(O)_1	M18896	tetracycline
tetracycline	tet(O)_2	M20925	tetracycline
tetracycline	tet(O)_3	Y07780	tetracycline
tetracycline	tet(M)_1	X92947	tetracycline
tetracycline	tet(M)_2	X90939	tetracycline
tetracycline	tet(M)_3	U08812	tetracycline
tetracycline	tet(M)_4	X75073	tetracycline
tetracycline	tet(M)_5	U58985	tetracycline
tetracycline	tet(M)_6	M21136	tetracycline
tetracycline	tet(M)_7	FN433596	tetracycline
tetracycline	tet(M)_8	X04388	tetracycline
tetracycline	tet(M)_9	X56353	tetracycline
tetracycline	tet(M)_10	EU182585	tetracycline
tetracycline	tet(M)_11	JN846696	tetracycline
tetracycline	tet(M)_12	FR671418	tetracycline
tetracycline	tet(M)_13	AM990992	tetracycline
tetracycline	tet(L)_1	HM235948	tetracycline
tetracycline	tet(L)_2	M29725	tetracycline
tetracycline	tet(L)_3	M11036	tetracycline
tetracycline	tet(L)_4	D00006	tetracycline
tetracycline	tet(L)_5	X08034	tetracycline
tetracycline	tet(L)_6	D12567	tetracycline
tetracycline	tet(L)_7	X60828	tetracycline
tetracycline	tet(L)_8	AY081910	tetracycline
tetracycline	tet(K)_1	U38656	tetracycline
tetracycline	tet(K)_2	J01764	tetracycline
tetracycline	tet(J)_1	ACLE01000065	tetracycline
tetracycline	tet(J)_2	AF038993	tetracycline
tetracycline	tet(S)_2	L09756	tetracycline
tetracycline	tet(S)_3	X92946	tetracycline
tetracycline	tet(S)_4	AY534326	tetracycline
tetracycline	tet(Q)_1	L33696	tetracycline
tetracycline	tet(Q)_2	X58717	tetracycline
tetracycline	tet(Q)_3	U73497	tetracycline
tetracycline	tet(Q)_4	Z21523	tetracycline
tetracycline	tetA(P)_1	AB054980	tetracycline
tetracycline	tetA(P)_2	L20800	tetracycline
tetracycline	tetA(P)_3	AB001076	tetracycline
tetracycline	tet(Z)_1	AF121000	tetracycline
tetracycline	tet(Y)_1	EF495198	tetracycline
tetracycline	tet(Y)_2	AB089606	tetracycline
tetracycline	tet(X)_1	GU014535	tetracycline
tetracycline	tet(X)_2	M37699	tetracycline
tetracycline	tet(X)_3	AB097942	tetracycline
tetracycline	tet(W)_1	DQ060146	tetracycline
tetracycline	tet(W)_2	AY049983	tetracycline
tetracycline	tet(W)_3	AJ427421	tetracycline
tetracycline	tet(W)_4	FN396364	tetracycline
tetracycline	tet(W)_5	AJ427422	tetracycline
tetracycline	tet(V)_1	AF030344	tetracycline
tetracycline	tetB(P)_1	NC_010937	tetracycline
tetracycline	tet(O/W)_1	AM889118	tetracycline
tetracycline	tet(O/W)_2	AM889119	tetracycline
tetracycline	tet(O/W)_3	AM889120	tetracycline
tetracycline	tet(O/W)_4	AM889121	tetracycline
tetracycline	tet(O/W)_5	AM889122	tetracycline
tetracycline	tet(O/W)-2_1	AY485122	tetracycline
tetracycline	tet(O/W)-1_1	AY485126	tetracycline
tetracycline	tet(O/W/O)-3_1	EF065524	tetracycline
tetracycline	tet(O/W/O)-2_1	AY196920	tetracycline
tetracycline	tet(O/W/O)-1_1	AY196921	tetracycline
tetracycline	tet(O/W/32/O)_1	EF065523	tetracycline
